id,time,long,lat,elev
car178,2014-12-21T10:01:32Z,-120.55268937195154,55.01299296926057,1068
car178,2014-12-22T09:01:24Z,-120.56240208473572,54.99935365284457,1120
car178,2014-12-23T08:00:29Z,-120.58398179718289,55.001168646599496,1134
car178,2014-12-25T06:00:29Z,-120.63694039720318,55.015638858598,1099
car178,2014-12-26T05:01:00Z,-120.5735500240742,54.98953569303016,1134
car178,2014-12-27T04:02:12Z,-120.56615250956494,54.98467749344208,1191
car178,2014-12-28T03:00:47Z,-120.55648361219284,54.996906660687,1120
car178,2014-12-29T02:01:02Z,-120.55247278752992,54.997293436099035,1110
car178,2015-01-01T22:00:29Z,-120.62300404674058,55.06607433448573,1057
car178,2015-01-02T21:00:54Z,-120.64068046514234,55.07976683964128,1051
car178,2015-01-03T20:01:21Z,-120.631646070687,55.106693032059376,1025
car178,2015-01-04T19:00:54Z,-120.65713557001452,55.096588229836655,1010
car178,2015-01-05T18:01:25Z,-120.67892686102252,55.10221010464624,1024
car178,2015-01-06T17:02:43Z,-120.64100717903614,55.090982353846385,1051
car178,2015-01-07T16:00:54Z,-120.64465393416258,55.09000125592853,1048
car178,2015-01-08T15:01:00Z,-120.64274440238042,55.09235534871711,1048
car178,2015-01-09T14:00:48Z,-120.64588171502416,55.08217768600637,1048
car178,2015-01-10T13:00:59Z,-120.64869508717928,55.0817646349688,1048
car178,2015-01-11T12:00:29Z,-120.65210761662809,55.08182151065476,1048
car178,2015-01-12T11:00:29Z,-120.65697181637934,55.07849046079484,1059
car178,2015-01-13T10:00:54Z,-120.67488917654369,55.07617330528354,1050
car178,2015-01-14T09:01:02Z,-120.6975112146349,55.07482351545376,1042
car178,2015-01-15T08:01:13Z,-120.71772152942812,55.08635916269661,1018
car178,2015-01-16T07:00:29Z,-120.71228779823102,55.07558751168307,1042
car178,2015-01-17T06:01:54Z,-120.68653375992496,55.06714565637664,1038
car178,2015-01-18T05:00:29Z,-120.6788347981806,55.07242834479908,1038
car178,2015-01-19T04:01:30Z,-120.6728233409962,55.07154950827732,1050
car178,2015-01-23T23:02:00Z,-120.66593677886134,55.09538196766131,1043
car178,2015-01-24T22:01:48Z,-120.65364702727976,55.105563859282626,1010
car178,2015-01-26T20:01:30Z,-120.67592521424032,55.09342470184309,1043
car178,2015-01-28T18:02:02Z,-120.6768350735556,55.09557241830336,1043
car178,2015-01-29T17:01:51Z,-120.68205123540427,55.092381923527846,1033
car178,2015-01-30T16:00:54Z,-120.6602165169332,55.094562057121635,1043
car178,2015-01-31T15:01:30Z,-120.67898386846252,55.09635947063065,1024
car178,2015-02-01T14:01:48Z,-120.7650260804363,55.06959199647474,1040
car178,2015-02-03T12:00:48Z,-120.75813832166884,55.07595516177984,1040
car178,2015-02-04T11:01:01Z,-120.78106940915464,55.08480663170544,989
car178,2015-02-05T10:00:53Z,-120.84743471348472,55.11213651346453,1103
car178,2015-02-06T09:01:53Z,-120.83146579066604,55.11428012332187,1117
car178,2015-02-07T08:02:54Z,-120.84403601196227,55.11846718499902,1127
car178,2015-02-09T06:01:30Z,-120.83783713413676,55.10867673064531,1079
car178,2015-02-10T05:00:59Z,-120.81902856635536,55.11748266722684,1104
car178,2015-02-11T04:00:29Z,-120.8184283179764,55.12015048966996,1104
car178,2015-02-13T02:01:30Z,-120.80671703158625,55.11949973618061,1104
car178,2015-02-14T01:01:00Z,-120.81800141049824,55.115037375533326,1104
car178,2015-02-15T00:01:24Z,-120.81720294871572,55.11415118358181,1047
car178,2015-02-15T23:01:01Z,-120.82891250160064,55.117119938238766,1117
car178,2015-02-16T22:01:36Z,-120.84521526364584,55.113751141848,1103
car178,2015-02-17T21:00:29Z,-120.84763292825616,55.10874238346558,1103
car178,2015-02-19T19:00:29Z,-120.83642778732344,55.106323687047755,1079
car178,2015-02-20T18:02:42Z,-120.83948709743451,55.1057038636354,1103
car178,2015-02-21T17:00:48Z,-120.83669551389944,55.106301477634105,1079
car178,2015-02-22T16:01:24Z,-120.82574261247328,55.10792210055956,1079
car178,2015-02-24T14:00:47Z,-120.819703959966,55.11026800485343,1047
car178,2015-02-25T13:01:25Z,-120.81751181022732,55.11653867174711,1104
car178,2015-02-26T12:00:54Z,-120.82687144292868,55.11283198673791,1079
car178,2015-02-27T11:01:30Z,-120.81548777015834,55.11081266063185,1047
car178,2015-02-28T10:00:29Z,-120.83383204206156,55.1122818470913,1079
car178,2015-03-01T09:00:29Z,-120.85036024553338,55.119558699800166,1127
car178,2015-03-02T08:02:16Z,-120.84457871442105,55.11654427419513,1127
car178,2015-03-03T07:00:29Z,-120.83068871900991,55.110679882263675,1079
car178,2015-03-04T06:01:00Z,-120.85188199039884,55.12247083044998,1127
car178,2015-03-05T05:00:48Z,-120.73557058925088,55.0730475758909,1046
car178,2015-03-06T04:00:29Z,-120.75232340899504,55.07516479328499,1040
car178,2015-03-09T01:02:23Z,-120.76251403254882,55.08568948952612,998
car178,2015-03-12T21:00:48Z,-120.76949638911825,55.08777713387283,989
car178,2015-03-14T19:01:22Z,-120.77652616089976,55.08394173270826,989
car178,2015-03-15T18:01:30Z,-120.77599453445836,55.08335675007529,989
car178,2015-03-16T17:01:00Z,-120.74826558486636,55.076285297613424,1046
car178,2015-03-17T16:01:30Z,-120.73898291726442,55.08392442919328,1009
car178,2015-03-18T15:00:53Z,-120.75115657992887,55.09958345631416,1008
car178,2015-03-19T14:01:24Z,-120.74901886913942,55.10108101999938,1011
car178,2015-03-20T13:00:29Z,-120.74853746712658,55.10183615673922,1011
car178,2015-03-21T12:00:54Z,-120.74314578553182,55.101817248342,1011
car178,2015-03-22T11:00:54Z,-120.7489265596157,55.10551072391491,1011
car178,2015-03-23T10:02:44Z,-120.747589256284,55.10392196922381,1011
car178,2015-03-24T09:00:48Z,-120.73887904999974,55.07576973764453,1046
car178,2015-03-25T08:01:18Z,-120.73538958581246,55.07403296872831,1046
car178,2015-03-27T06:01:21Z,-120.72993139388132,55.07663691309626,1047
car178,2015-03-29T04:01:00Z,-120.73922280820568,55.068009866518494,1046
car178,2015-03-31T02:01:30Z,-120.73304493613,55.068955634699314,1046
car178,2015-04-04T21:01:49Z,-120.7631270511832,55.08565581075002,998
car178,2015-04-05T20:01:48Z,-120.73684236618666,55.07438358134815,1046
car178,2015-04-07T18:01:55Z,-120.72386599050336,55.07860904325265,1018
car178,2015-04-09T16:02:00Z,-120.65073866064247,55.085660327122696,1048
car178,2015-04-12T13:00:33Z,-120.64210163872028,55.09076085433696,1051
car178,2015-04-13T12:02:24Z,-120.63596419514964,55.09437223918325,1051
car178,2015-04-14T11:01:59Z,-120.636539771125,55.0915249368516,1051
car178,2015-04-15T10:01:24Z,-120.63604627068034,55.09191985735959,1051
car178,2015-04-16T09:00:29Z,-120.63650682449465,55.091020917632875,1051
car178,2015-04-17T08:00:54Z,-120.64051305168768,55.09484699948184,1051
car178,2015-04-18T07:01:25Z,-120.6424874360214,55.09751899326557,1010
car178,2015-04-19T06:00:57Z,-120.64450926005122,55.087931008320666,1048
car178,2015-04-20T05:01:00Z,-120.64839700592132,55.09778608152273,1010
car178,2015-04-22T03:01:02Z,-120.65520131480967,55.094285799382945,1048
car178,2015-04-23T02:01:49Z,-120.64725958276586,55.09553486370027,1048
car178,2015-04-24T01:00:54Z,-120.6408996874998,55.09759610783712,1025
car178,2015-04-25T00:00:52Z,-120.64259341404431,55.09678395525128,1010
car178,2015-04-26T22:00:29Z,-120.61246042931477,55.08662354785478,1058
car178,2015-04-27T21:01:24Z,-120.60938226455968,55.07675614761013,1057
car178,2015-04-28T20:01:00Z,-120.60766423931952,55.0811270054981,1058
car178,2015-04-29T19:01:48Z,-120.61276979878802,55.076436102915615,1057
car178,2015-04-30T18:00:29Z,-120.6049717597456,55.07767621692691,1068
car178,2015-05-01T17:00:29Z,-120.61281427269628,55.07174471893675,1057
car178,2015-05-02T16:00:33Z,-120.60893060962589,55.07802371469776,1057
car178,2015-05-03T15:00:29Z,-120.60296946503216,55.07474234113087,1068
car178,2015-05-04T14:00:29Z,-120.59728631172229,55.08094957769267,1082
car178,2015-05-06T12:01:01Z,-120.59500142852002,55.08194718475706,1082
car178,2015-05-07T11:00:48Z,-120.5984374600607,55.08448699962866,1082
car178,2015-05-08T10:01:11Z,-120.60591934426782,55.083843336050016,1082
car178,2015-05-09T09:00:47Z,-120.60255919803504,55.082123230966936,1082
car178,2015-05-10T08:00:47Z,-120.59944309248456,55.079472984521814,1082
car178,2015-05-11T07:01:01Z,-120.60891201432476,55.0749221436104,1057
car178,2015-05-12T06:00:29Z,-120.608335824411,55.080376137070026,1058
car178,2015-05-14T04:00:29Z,-120.59780146755648,55.08307216453882,1082
car178,2015-05-15T03:00:54Z,-120.60256520298064,55.08647402867754,1082
car178,2015-05-16T02:00:29Z,-120.60543955404644,55.08872391450855,1082
car178,2015-05-17T01:01:51Z,-120.60068237953878,55.08808192402079,1082
car178,2015-05-18T00:00:29Z,-120.6054755698335,55.08025698460803,1082
car178,2015-05-18T23:00:48Z,-120.60988172460924,55.07626257168691,1057
car178,2015-05-19T22:00:29Z,-120.68170044428469,55.0681143766016,1038
car178,2015-05-20T21:00:55Z,-120.67828295533285,55.07248973111687,1038
car178,2015-05-21T20:00:54Z,-120.66621023901246,55.067018339786046,1050
car178,2015-05-23T18:00:29Z,-120.76043986589124,55.09728266897906,1008
car178,2015-05-24T17:00:54Z,-120.74552868729272,55.101537795984434,1011
car178,2015-05-26T15:01:00Z,-120.7736556982435,55.08343085469826,989
car178,2015-05-27T14:01:30Z,-120.74916929142395,55.09952076151788,1011
car178,2015-05-29T12:00:29Z,-120.76492768107552,55.085400794036,998
car178,2015-05-30T11:00:29Z,-120.76841221398234,55.084453221754195,989
car178,2015-05-31T10:00:29Z,-120.739090840119,55.0775694371407,1046
car178,2015-06-01T09:00:29Z,-120.77312975353225,55.08359022201172,989
car178,2015-06-02T08:00:47Z,-120.76733330902437,55.08384953837647,989
car178,2015-06-03T07:00:47Z,-120.77416312886608,55.09629503581772,989
car178,2015-06-04T06:00:29Z,-120.74434016341678,55.07922437933821,1009
car178,2015-06-05T05:00:48Z,-120.73993641504252,55.07979959773156,1009
car178,2015-06-06T04:00:29Z,-120.74050330298871,55.07669292549848,1046
car178,2015-06-07T03:00:48Z,-120.76747757303022,55.08266667115656,989
car178,2015-06-08T02:00:32Z,-120.76857059901369,55.08498555592448,989
car178,2015-06-09T01:00:29Z,-120.75936077927406,55.08743372472572,998
car178,2015-06-10T00:01:00Z,-120.76365057574571,55.08778657029452,998
car178,2015-06-10T23:00:29Z,-120.76875234487032,55.08397317016305,989
car178,2015-06-11T22:01:00Z,-120.85436974172408,55.104157965470904,1103
car178,2015-06-12T21:00:29Z,-120.8317208759892,55.10696723345542,1079
car178,2015-06-15T18:01:00Z,-120.77008218733836,55.0724674358273,1034
car178,2015-06-16T17:01:18Z,-120.85588418052664,55.10398176922039,1103
car178,2015-06-17T16:01:43Z,-120.84504751852536,55.12356337290838,1127
car178,2015-06-18T15:00:47Z,-120.63639513522016,55.05971242150596,1058
car178,2015-06-19T14:02:55Z,-120.60853458727568,55.0523665837877,1056
car178,2015-06-23T10:00:31Z,-120.57362134478537,55.07326581006459,1096
car178,2015-06-24T09:01:54Z,-120.57329632054942,55.07345906796338,1096
car178,2015-06-25T08:00:54Z,-120.57323883683377,55.07337351436269,1096
car178,2015-06-26T07:02:13Z,-120.5714038956557,55.0736651079414,1096
car178,2015-06-27T06:00:54Z,-120.5692251366313,55.07549197750633,1122
car178,2015-06-28T05:01:20Z,-120.56988901314506,55.07487860368395,1122
car178,2015-06-29T04:02:06Z,-120.56415232934395,55.06822112287753,1122
car178,2015-06-30T03:01:18Z,-120.57433606944316,55.06456324493629,1096
car178,2015-07-01T02:00:47Z,-120.57388073844932,55.06173482816485,1096
car178,2015-07-02T01:01:00Z,-120.57192377087644,55.063274376156265,1096
car178,2015-07-03T23:00:29Z,-120.56575828956105,55.06086366135002,1122
car178,2015-07-07T19:00:48Z,-120.56542834986578,55.067070608464356,1122
car178,2015-07-08T18:00:54Z,-120.5556701349606,55.068607314644915,1122
car178,2015-07-10T16:00:53Z,-120.56099890930244,55.06855951454611,1122
car178,2015-07-11T15:00:47Z,-120.56015819271563,55.0671881828777,1122
car178,2015-07-13T13:00:54Z,-120.55263855245744,55.06694857263315,1132
car178,2015-07-15T11:00:29Z,-120.63982819642642,55.0663054751975,1060
car178,2015-07-16T10:00:30Z,-120.64290007272946,55.06627295835967,1059
car178,2015-07-17T09:00:47Z,-120.6648672878606,55.06641037161128,1050
car178,2015-07-19T07:00:55Z,-120.66551563755272,55.06442179213189,1050
car178,2015-07-20T06:00:48Z,-120.73424748592144,55.07705440042619,1046
car178,2015-07-21T05:00:54Z,-120.7394117178996,55.07493639904733,1046
car178,2015-07-22T04:00:54Z,-120.74401882664613,55.078253038154955,1046
car178,2015-07-24T02:00:48Z,-120.71208789441478,55.08073513023339,1025
car178,2015-07-31T18:00:47Z,-120.57678291277314,55.06424676116579,1096
car178,2015-08-05T13:01:24Z,-120.57205086059516,55.06785559940334,1096
car178,2015-08-08T10:00:33Z,-120.5761169694781,55.074752168122245,1096
car178,2015-08-11T07:00:53Z,-120.57753522779588,55.06650613331101,1096
car178,2015-08-12T06:01:44Z,-120.5874264343118,55.07785056316569,1096
car178,2015-08-13T05:01:32Z,-120.58401135201562,55.08560330482123,1115
car178,2015-08-15T03:01:00Z,-120.57086614046462,55.07018782273115,1122
car178,2015-08-19T22:00:47Z,-120.64317280214064,55.07763638360813,1059
car178,2015-08-20T21:00:29Z,-120.63816222513616,55.05950312750064,1058
car178,2015-08-22T19:01:17Z,-120.70123603040278,55.03901889432661,1091
car178,2015-08-26T15:00:48Z,-120.7138391339892,55.07186564119949,1047
car178,2015-08-29T12:00:29Z,-120.7227991819394,55.067048877530425,1047
car178,2015-08-30T11:00:29Z,-120.72883357447424,55.06238967601752,1047
car178,2015-08-31T10:02:07Z,-120.70449272884262,55.034688342803264,1091
car178,2015-09-01T09:00:47Z,-120.65064112330008,55.05459220887257,1058
car178,2015-09-02T08:01:18Z,-120.65613859981752,55.06650920349168,1059
car178,2015-09-03T07:00:29Z,-120.65494083910951,55.05605862699692,1058
car178,2015-09-04T06:00:29Z,-120.69842714843116,55.035865807409365,1091
car178,2015-09-05T05:01:00Z,-120.59486059910714,55.0859449679884,1082
car178,2015-09-07T03:01:48Z,-120.56499165146369,55.082725296671896,1139
car178,2015-09-09T01:01:25Z,-120.58370391044912,55.080630572282246,1115
car178,2015-09-15T18:00:48Z,-120.7332431129996,55.067816676915506,1046
car178,2015-09-20T13:01:20Z,-120.71965645436818,55.06562140926368,1047
car178,2015-09-21T12:00:29Z,-120.72050676772338,55.07717027922873,1047
car178,2015-09-22T11:01:24Z,-120.72533075372056,55.08259973737918,1018
car178,2015-09-23T10:00:29Z,-120.71423135670398,55.07306644676127,1047
car178,2015-09-24T09:00:29Z,-120.73066722702912,55.08517716128714,1018
car178,2015-09-25T08:01:00Z,-120.73754273138174,55.08057247924583,1009
car178,2015-09-26T07:01:30Z,-120.73522104168784,55.08088777971703,1009
car178,2015-09-27T06:03:05Z,-120.71957817470692,55.07989032307494,1018
car178,2015-09-29T04:00:53Z,-120.71638579104652,55.08324971412283,1018
car178,2015-09-30T03:01:54Z,-120.70264105335536,55.073747760102435,1042
car178,2015-10-03T00:02:16Z,-120.7060552214665,55.07559831078359,1042
car178,2015-10-03T23:00:28Z,-120.70564422397663,55.08347417855497,1025
car178,2015-10-04T22:01:00Z,-120.72452935647624,55.083252174991316,1018
car178,2015-10-05T21:01:34Z,-120.7196474568544,55.086741677335866,1018
car178,2015-10-09T17:01:00Z,-120.7770703270567,55.0837503244511,989
car178,2015-10-10T16:01:18Z,-120.76849832298151,55.08229968243237,989
car178,2015-10-12T14:01:49Z,-120.75243422438132,55.07608000030077,1040
car178,2015-10-13T13:00:56Z,-120.7533883044498,55.06140504914095,1040
car178,2015-10-14T12:00:29Z,-120.74561311304082,55.06352356088683,1046
car178,2015-10-15T11:00:54Z,-120.74828138416632,55.06334221367059,1046
car178,2015-10-16T10:00:55Z,-120.71670385492068,55.066573877547114,1047
car178,2015-10-17T09:02:30Z,-120.68613304486644,55.06885328994161,1038
car178,2015-10-18T08:00:58Z,-120.6367924427937,55.06982192397807,1060
car178,2015-10-19T07:01:47Z,-120.6073963801906,55.076948596630864,1057
car178,2015-10-20T06:02:30Z,-120.59936005654984,55.079415345387645,1082
car178,2015-10-21T05:00:56Z,-120.58883385223773,55.07621583549667,1068
car178,2015-10-22T04:00:29Z,-120.5861868827839,55.076673592668186,1096
car178,2015-10-23T03:00:29Z,-120.5782230792686,55.06602533282171,1096
car178,2015-10-24T02:00:53Z,-120.55972005959332,55.056525838794386,1075
car178,2015-10-25T01:01:24Z,-120.60891308349235,55.07755863909447,1057
car178,2015-10-26T23:00:54Z,-120.65912963514926,55.09199138304459,1048
car178,2015-10-27T22:01:18Z,-120.65503966110838,55.095103100888835,1048
car178,2015-10-28T21:02:18Z,-120.65741076406977,55.096642783742254,1010
car178,2015-11-01T17:01:30Z,-120.71497743238707,55.08311218711812,1018
car178,2015-11-02T16:02:00Z,-120.71445862329728,55.08527916630913,1018
car178,2015-11-04T14:00:59Z,-120.71463035964972,55.072387825497586,1047
car178,2015-11-06T12:00:47Z,-120.71134809015426,55.07314943927818,1042
car178,2015-11-07T11:00:29Z,-120.73015693269936,55.07463276530304,1047
car178,2015-11-08T10:01:11Z,-120.72748505869316,55.041322777414145,1094
car178,2015-11-14T04:00:53Z,-120.73410802366864,55.05463721151659,1096
car178,2015-11-16T02:01:00Z,-120.5943281738748,55.086001146507144,1082
car178,2015-11-17T01:00:48Z,-120.60440535842906,55.07902079392189,1082
car178,2015-11-18T00:01:48Z,-120.631183067616,55.10021281359705,1025
car178,2015-11-18T23:01:48Z,-120.65668566661604,55.09629687208665,1048
car178,2015-11-19T22:01:00Z,-120.64333242937887,55.09570637949748,1048
car178,2015-11-20T21:02:24Z,-120.65083554012472,55.10412186231997,1010
car178,2015-11-22T19:00:29Z,-120.63486923309182,55.09461057411501,1051
car178,2015-11-26T15:00:29Z,-120.5991463309374,55.08848814803943,1082
car178,2015-11-28T13:00:47Z,-120.57802059660224,55.06589500690729,1096
car178,2015-11-29T12:00:29Z,-120.57255315828974,55.06095282105113,1096
car178,2015-11-30T11:00:47Z,-120.58417026534325,55.07622781983677,1096
car178,2015-12-01T10:01:18Z,-120.73758170678934,55.07099958687565,1046
car178,2015-12-02T09:00:53Z,-120.85792148137229,55.12743092598832,1128
car178,2015-12-03T19:00:29Z,-120.85680131658404,55.127258420866454,1128
car178,2015-12-03T20:00:29Z,-120.85204012853715,55.124783643374734,1127
car178,2015-12-04T18:01:28Z,-120.86210923783166,55.12303725746296,1128
car178,2015-12-05T17:01:48Z,-120.72739738163077,55.07490873743118,1047
car178,2015-12-06T16:00:29Z,-120.62469147170488,55.05372045385471,1058
car178,2015-12-07T15:00:47Z,-120.4613872683089,54.98172595525955,1022
car178,2015-12-09T13:02:00Z,-120.5004761588508,54.99284671970097,1099
car178,2015-12-10T12:00:54Z,-120.46077501254548,55.01072210170124,1119
car178,2015-12-11T11:01:29Z,-120.40870953225124,55.004544729900395,1063
car178,2015-12-12T10:00:30Z,-120.43052348153913,54.99628779869887,1080
car178,2015-12-13T09:01:24Z,-120.42450860561247,55.00303752733638,1073
car178,2015-12-14T20:00:55Z,-120.43274012835522,55.00246546534304,1080
car178,2015-12-15T19:00:29Z,-120.43756634276946,55.00207284147864,1080
car178,2015-12-16T18:00:49Z,-120.461579267003,54.99873800099357,1087
car178,2015-12-17T17:00:55Z,-120.48197790232192,54.99188072273045,1098
car178,2015-12-18T16:00:47Z,-120.48768043543856,55.002201632767395,1098
car178,2015-12-19T15:01:30Z,-120.47108286570338,55.001533968120505,1093
